Unnamed: 0,HSN_code,name_of_commodity,chapter_no,sch,gst
8089,8506.60.00,Air-zinc,85.0,V,28%
8090,8506.80.10,Button cells,85.0,V,28%
8091,8506.80.90,Button cells: Other,85.0,V,28%
8092,8506.90.00,Parts of primary cells and of primary batteries,85.0,V,28%
8093,8507.00.00,"Electric accumulators, including separators
therefor, whether or not rectangular
(including square)",85.0,V,28%
8094,8507.10.00,"Lead-acid accumulators, of a kind used for
starting piston engines",85.0,V,28%
8095,8507.20.00,Other lead-acid accumulators,85.0,V,28%
8096,8507.30.00,Nickel-cadmium accumulators,85.0,V,28%
8097,8507.40.00,Nickel-iron accumulators,85.0,V,28%
8098,8507.80.00,Other electric accumulators,85.0,V,28%
8099,8507.90.00,Parts of electric accumulators,85.0,V,28%
8100,8507.90.10,PVC battery Seperators,85.0,V,28%
8101,8508.00.00,Vaccum cleaners,85.0,V,28%
8102,8508.10.00,Vaccum cleaner – 1600W,85.0,V,28%
8103,8508.10.00,"Vacuum cleaners, with self-contained electric
motor",85.0,V,28%
8104,8508.20.00,"Saws for working in the hand, with self-
contained electric motor",85.0,V,28%
8105,8508.80.00,"Other tools for working in the hand, with self-
contained electric motor",85.0,V,28%
8106,8508.90.00,"Parts of electric drills, grinders and other
tools, working in the hand",85.0,V,28%
8107,8509.00.00,"Electro-mechanical domestic appliances, with
self-contained electric motor , other than
vacuum cleaners of heading 8508",85.0,V,28%
8108,8509.10.00,Drills of all kinds,85.0,V,28%
8109,,,,,
8110,8509.20.00,"Floor polishers, with self-contained electric
motor",85.0,V,28%
8111,8509.30.00,"Kitchen waste disposers, with self-contained
electric motor",85.0,V,28%
8112,8509.40.00,"Food grinders and mixers; fruit or vegetable
juice extractors",85.0,V,28%
8113,8509.40.10,Food grinders,85.0,V,28%
8114,8509.40.90,Others,85.0,V,28%
8115,8510.00.00,"Shavers, hair clippers and hair-removing
appliances, with self-contained electric motor",85.0,V,28%
8116,8510.10.00,"Shavers, with self-contained electric motor",85.0,V,28%
8117,8510.20.00,"Hair clippers, with self-contained electric motor",85.0,V,28%
8118,8510.30.00,Electric hair remover,85.0,V,28%
8119,8510.90.00,"Parts of shavers and hair clippers, with self-
contained electric motor",85.0,V,28%
8120,8511.00.00,"Electrical ignition or starting equipment of a
kind used for spark-ignition or compression-
ignition internal combustion engines (for
example, ignition magnetos, magneto-
dynamos, ignition coils, sparking plugs and
glow plugs, starter motors); generators (for
example, dynamos, alternators) and cutouts
of a kind used in conjunction with such
engines",85.0,V,28%
8121,8511.10.00,Sparking plugs,85.0,V,28%
8122,8511.20.00,"Ignition magnetos; magneto-dynamos;
magnetic flywheels",85.0,V,28%
8123,8511.30.00,Distributors; ignition coils,85.0,V,28%
8124,8511.40.00,"Starter motors and dual purpose starter-
generators",85.0,V,28%
8125,8511.50.00,"Other generators for internal combustion
engines",85.0,V,28%
8126,8511.80.00,"Electrical ignition, starting equipment and cut-
outs for internal combustion engine",85.0,V,28%
8127,8511.90.00,"Parts of ignition , starting equipment, for
internal combustion engine",85.0,V,28%
8128,8512.00.00,"Electrical lighting or signalling equipment
(excluding articles of heading 8539),
windscreen wipers, defrosters and demisters,
of a kind used for cycles or motor vehicles",85.0,V,28%
8129,,,,,
8130,8512.10.00,"Electrical lighting or visual signalling
equipment, for bicycles",85.0,V,28%
8131,8512.20.00,"Other electrical lighting or visual signalling
equipment",85.0,V,28%
8132,8512.30.00,Electrical sound signalling,85.0,V,28%
8133,8512.30.10,Electrical sound signalling - Horns,85.0,V,28%
8134,8512.30.90,Electrical sound signalling - Other,85.0,V,28%
8135,8512.40.00,"Windscreen wipers, defrosters and demisters",85.0,V,28%
8136,8512.90.00,"Windscreen wipers, defrosters and demisters",85.0,V,28%
8137,8513.00.00,"Portable electric lamps designed to function
by their own source of energy (for example,
dry batteries, accumulators, magnetos), other
than lighting equipment of heading 8512 8513
10 portable electric lamps designed to
function by their own source of energy (for
example, dry batteries, accumulators,
magnetos), other than lighting equipment of
heading 8512",85.0,V,28%
8138,8513.10.00,Portable electric lamps,85.0,V,28%
8139,8513.10.10,Torch,85.0,V,28%
8140,8513.10.20,"Flashlight excluding those for photographic
purposes",85.0,V,28%
8141,8513.10.30,Miners safety lamps,85.0,V,28%
8142,8513.10.40,Magneto lamps,85.0,V,28%
8143,8513.90.00,Parts of portable electric lamps,85.0,V,28%
8144,8514.00.00,"Industrial or laboratory electric furnaces and
ovens (including those functioning by
induction or dielectric loss); other industrial or
laboratory equipment for the heat treatment
of materials by induction or dielectric loss",85.0,IV,18%
8145,8514.10.00,Resistance heated furnaces and ovens,85.0,IV,18%
8146,8514.20.00,Induction or dielectric furnaces and ovens,85.0,IV,18%
8147,8514.30.00,"Other industrial or laboratory electric furnaces
and ovens",85.0,IV,18%
8148,8514.40.00,"Other induction or dielectric heating
equipments, industry, laboratory",85.0,IV,18%
8149,8514.90.00,"Parts of industrial or laboratory electric
furnaces and ovens",85.0,IV,18%
8150,,,,,
8151,8515.00.00,"Electric (including electrically heated gas),
laser or other light or photo beam, ultrasonic,
electron beam, magnetic pulse or plasma arc
soldering, brazing or welding machines and
apparatus, whether or not capable of cutting;
electric machines and apparatus for hot
spraying of metals or cermets",85.0,IV,18%
8152,8515.11.00,Soldering irons and guns,85.0,IV,18%
8153,8515.19.00,"Other brazing or soldering machine and
apparatus",85.0,IV,18%
8154,8515.21.00,"Machines for resistance welding of metal, fully
or partly automatic",85.0,IV,18%
8155,8515.29.00,"Other machines and apparatus for resistance
welding of metal",85.0,IV,18%
8156,8515.31.00,"Machines, apparatus, for arc welding of
metals, fully or partly automatic",85.0,IV,18%
8157,8515.39.00,"Other machines and apparatus for arc welding
of metals",85.0,IV,18%
8158,8515.39.10,AC arc welding machinery,85.0,IV,18%
8159,8515.39.20,Argon arc welding machinery,85.0,IV,18%
8160,8515.80.00,"Other welder; electric machines, apparatus,
for hot spraying of metals",85.0,IV,18%
8161,8515.80.10,High freequency plastic welding machine,85.0,IV,18%
8162,8515.90.00,"Parts of soldering, brazing or welding
machines and apparatus",85.0,IV,18%
8163,8516.00.00,"Electric instantaneous or storage water
heaters and immersion heaters; electric space
heating apparatus and soil heating apparatus;
electrothermic hair-dressing apparatus (for
example, hair dryers, hair curlers, curling tong
heaters) and hand dryers; electric smoothing
irons; other electro-thermic appliances of a
kind used for domestic purposes; electric
heating resistors, other than those of heading
8545",85.0,V,28%
8164,8516.10.00,"Electric instantaneous or storage water
heaters and immersion heaters",85.0,V,28%
8165,8516.21.00,Storage heating radiators,85.0,V,28%
8166,8516.29.00,"Other electric space heating apparatus,
electric soil heating apparatus",85.0,V,28%
8167,8516.31.00,Hair dryers,85.0,V,28%
8168,8516.32.00,Other electrothermic hair-dressing apparatus,85.0,V,28%
8169,8516.33.00,Hand-drying apparatus,85.0,V,28%
8170,,,,,
8171,8516.40.00,Electric smoothing irons,85.0,V,28%
8172,8516.50.00,Microwave ovens,85.0,V,28%
8173,8516.60.00,"Other ovens; cookers, cooking plates, boiling
rings, grillers, roasters",85.0,V,28%
8174,8516.71.00,Coffee or tea makers,85.0,V,28%
8175,8516.72.00,Toasters,85.0,V,28%
8176,8516.79.00,Other electrothermic appliances,85.0,V,28%
8177,8516.79.10,Electro-thermic fluid heater,85.0,V,28%
8178,8516.80.00,Electric heating resistors,85.0,V,28%
8179,8516.90.00,"Parts, of electric heating resistors, of other
electrothermic appliance",85.0,V,28%
8180,8517.00.00,"Telephone sets, including telephones for
cellular networks or for other wireless
networks; other apparatus for the
transmission or reception of voice, images or
other data, including apparatus for
communication in a wired or wireless network
(such as a local or wide area network), other
than transmission or reception apparatus of
heading 8443, 8525, 8527 or 8528",85.0,IV,18%
8181,8517.00.00,"IDSN system; IDSN Terminal Adaptor; X25
Pads",85.0,V,28%
8182,8517.00.00,"Telephones for cellular networks or or other
wireless networks (8517) and parts for their
manufacture",85.0,III,12%
8183,8517.10.00,Telephone sets,85.0,IV,18%
8184,8517.11.00,Line Telephone sets with cordless hand sets,85.0,IV,18%
8185,8517.12.00,"Telephone for cellular networks or for other
wireless networks",85.0,IV,18%
8186,8517.18.00,"Telephone for cellular networks or for other
wireless networks: Other",85.0,IV,18%
8187,8517.20.00,Teleprinters,85.0,IV,18%
8188,8517.30.00,"Telephonic or telegraphic switching apparatus
[Equipments for communications such as
private branch exchange (PBX) and Elect.
Private Automatic Branch Exch. (EPABX)]",85.0,IV,18%
8189,8517.40.00,"Other apparatus, for carrier-current line
systems",85.0,IV,18%
8190,8517.61.00,Base Stations,85.0,IV,18%
8191,8517.62.00,"Machines for the reception conversion and
transmission or regeneration of voices, images
or other data including switiching and routing
apparatus.",85.0,IV,18%
8192,,,,,
8193,8517.62.10,Video Phones,85.0,IV,18%
8194,8517.69.10,IDSN system,85.0,V,28%
8195,8517.69.20,IDSN Terminal Adaptor,85.0,V,28%
8196,8517.69.40,X25 Pads,85.0,V,28%
8197,8517.69.60,Set top boxes forgaining access to the internet,85.0,IV,18%
8198,8517.69.70,Attachments for telephones,85.0,IV,18%
8199,8517.70.00,Parts of HSN heading No. 8517,85.0,IV,18%
8200,8517.80.00,Subscriber end equipment,85.0,IV,18%
8201,8517.81.00,Other telephonic apparatus,85.0,IV,18%
8202,8517.82.00,Other telephonic apparatus,85.0,IV,18%
8203,8517.90.00,"Parts of electrical apparatus for line telephony
or line tele",85.0,IV,18%
8204,8518.00.00,"Microphones and stands therefor;
loudspeakers, whether or not mounted in
their enclosures; headphones and earphones,
whether or not combined with a microphone,
and sets consisting of a microphone and one
or more loudspeakers; audiofrequency electric
amplifiers; electric sound amplifier set",85.0,"yet to
be
notified",--
8205,8518.10.00,Microphones and stands therefor,85.0,IV,18%
8206,8518.21.00,"Single loudspeakers, mounted in their
enclosures",85.0,V,28%
8207,8518.22.00,"Multiple loudspeakers, mounted in the same
enclosures",85.0,"yet to
be
notified",--
8208,8518.29.00,Other loudspeakers,85.0,"yet to
be
notified",--
8209,8518.30.00,"Headphones, earphones and combined
microphone/speaker sets",85.0,"yet to
be
notified",--
8210,8518.40.00.,Audio-frequency electric amplifiers,85.0,V,28%
8211,8518.50.00,Electric sound amplifier sets,85.0,V,28%
8212,8518.90.00,"Parts of microphones, loudspeakers, audio-
frequency electric amplifiers",85.0,V,28%
8213,8519.00.00,"Turntables (record-decks), record-players,
cassette-players and other sound reproducing
apparatus, not incorporating a sound
recording device coin or disc",85.0,V,28%
8214,8519.20.00,Sound recording or reproducing apparatus,85.0,V,28%
8215,8519.10.00,Coin-or disc-operated record-players,85.0,V,28%
8216,8519.21.00,"Other record-players, without loudspeaker",85.0,V,28%
8217,8519.29.00,Other record-players,85.0,V,28%
8218,,,,,
8219,8519.31.00,"Turntables (record-decks), with automatic
record changing mechanism",85.0,V,28%
8220,8519.39.00,Other turntables (record-decks),85.0,V,28%
8221,8519.40.00,Transcribing machines,85.0,V,28%
8222,8519.91.00,"Turntable, record players, casette players of
casette type",85.0,V,28%
8223,8519.99.00,Other sound reproducing apparatus,85.0,V,28%
8224,8520.00.00,---,85.0,--,--
8225,8521.00.00,"Video recording or reproducing apparatus,
whether or not incorporating a video tuner",85.0,V,28%
8226,8521.10.00,"Video recording or reproducing apparatus,
magnetic tape-t",85.0,V,28%
8227,8521.90.00,"Other video recording or reproducing
apparatus",85.0,V,28%
8228,8522.00.00,"Parts and accessories suitable for use solely or
principally with the apparatus of headings
8519 to 8521",85.0,V,28%
8229,8522.10.00,Pick-up cartridges,85.0,V,28%
8230,8522.90.00,"Other parts and accessories of apparatus of
recording or reproducing",85.0,V,28%
8231,8523.00.00,"Discs, tapes, solid-state nonvolatile storage
devices, ""smart cards"" and other media for the
recording of sound or of other phenomena,
whether or not recorded, including matrices
and masters for the production of discs, but
excluding products of Chapter 37.",85.0,IV,18%
8232,8523.00.00,Compact Disc Recordable (CD-R),85.0,IV,18%
8233,8523.00.00,"Compact Disc, (CD Audio)",85.0,IV,18%
8234,8523.00.00,Digital Versatile Disc Recordable (DVD-R),85.0,IV,18%
8235,8523.00.00,Floppy,85.0,IV,18%
8236,8523.00.00,"Prepared unrecorded media (no film) for
sound etc.",85.0,IV,18%
8237,8523.00.00,Pre-recorded Cassettes,85.0,IV,18%
8238,8523.00.00,VCD (Video-CDs),85.0,IV,18%
8239,8523.11.00,"Magnetic tapes, unrecorded, of a width not
exceeding 4mm",85.0,IV,18%
8240,8523.12.00,"Magnetic tapes, unrecorded, width exceeding
4mm but not exceeding 6.5mm",85.0,IV,18%
8241,8523.13.00,"Magnetic tapes, unrecorded, of a width
exceeding 6.5mm",85.0,IV,18%
8242,8523.20.00,"Magnetic discs, unrecorded",85.0,IV,18%
8243,,,,,
8244,8523.90.00,"Other prepared unrecorded media for sound
recording",85.0,IV,18%
8245,8524.00.00,--,85.0,IV,18%
8246,8525.00.00,"Transmission apparatus for radio-broadcasting
or television, whether or not incorporating
reception apparatus or sound recording or
reproducing apparatus; television cameras;
still image video cameras and other video
camera recorders;",85.0,V,28%
8247,8525.10.00,Transmission apparatus,85.0,V,28%
8248,8525.10.10,Radio broadcast transmitter,85.0,V,28%
8249,8525.10.20,TV broadcast transmitter,85.0,V,28%
8250,8525.10.30,Broadcast equipment subsystem,85.0,V,28%
8251,8525.10.40,Communication jamming equipment,85.0,V,28%
8252,8525.10.50,Wireless microphone,85.0,V,28%
8253,8525.20.00,"Transmission apparatus incorporating
reception apparatus",85.0,V,28%
8254,8525.20.15,Marine radio communication equipment,85.0,V,28%
8255,8525.20.16,Amateur radio equipment,85.0,V,28%
8256,8525.20.91,VSAT terminals,85.0,V,28%
8257,8525.20.92,Other satellite communication equipment,85.0,V,28%
8258,8525.26.00,"Radar apparatus, radio navigational aid
apparatus, radio remote control",85.0,V,28%
8259,8525.30.00,Television cameras,85.0,V,28%
8260,8525.40.00,Iris Access Camera,85.0,V,28%
8261,8525.40.00,Still Image Video Cameras,85.0,V,28%
8262,8525.40.00,"Still image video cameras and other video
camera recorders; digital cameras",85.0,V,28%
8263,8526.00.00,"Radar apparatus, radio navigational aid
apparatus and radio remote control apparatus
radar apparatus",85.0,V,28%
8264,8526.10.00,Radar apparatus,85.0,V,28%
8265,8526.91.00,Radio navigational aid apparatus,85.0,V,28%
8266,8526.92.00,Radio remote control apparatus,85.0,V,28%
8267,8527.00.00,"Reception apparatus for radio-broadcasting,
whether or not combined, in the same
housing, with sound recording or reproducing
apparatus or a clock",85.0,V,28%
8268,8527.10.00,"Radio-broadcasting receivers capable of
operating without an external source of power",85.0,V,28%
8269,8527.11.00,"Radio-broadcast receivers, with sound
recording or reproducing apparatus",85.0,V,28%
8270,8527.12.00,Pocket size radio cassette players,85.0,V,28%
8271,,,,,
8272,8527.13.00,"Other apparatus combined with sound
recording or reproducing apparatus",85.0,V,28%
8273,8527.19.00,"Other radio-broadcast receivers, operating
without an external source852720 radio-
broadcasting receivers not capable without an
external source of power, for motor vehicles",85.0,V,28%
8274,8527.21.00,"Radio-broadcast receivers combined with
sound recording or reproducing apparatus (for
vehicles)",85.0,V,28%
8275,8527.29.00,"Other radio-broadcast receivers, for motor
vehicles",85.0,V,28%
8276,8527.30.00,"Other radio-broadcast receivers, including
radio-telephony or radio telegraphy",85.0,V,28%
8277,8527.31.00,"Other radio-broadcast receiver, with recording
or reproducing apparatus",85.0,V,28%
8278,8527.32.00,"With a clock, not combined with recording or
reproducing apparatus",85.0,V,28%
